id,camo_id,criteria_order,criteria_text,weapon_id
2216,32,2,Unlock Tempest Camo on 30 Weapons,27
2217,33,1,Get 100 Eliminations,27
2218,34,1,Get 200 Eliminations,27
2219,35,1,Get 300 Eliminations,27
2220,36,1,Get 400 Eliminations,27
2221,37,1,Get 500 Eliminations,27
2222,38,1,Get 600 Eliminations,27
2223,39,1,Get 700 Eliminations,27
2224,40,1,Get 800 Eliminations,27
2225,41,1,Get 1000 Eliminations,27
2226,42,1,Unlock all Zombies Military Camos,27
2227,42,2,With Tier 2 or higher Armor equipped: get 150 Eliminations,27
2228,43,1,Unlock all Zombies Military Camos Camos,27
2229,43,2,Get 75 Armored Zombie Eliminations,27
2230,44,1,Unlock all Zombies Military Camos,27
2231,44,2,With the Fire Works Ammo Mod equipped: get 75 Kills with Fire Works activations,27
2232,45,1,Unlock all Zombies Special Camos,27
2233,45,2,Get 10 Kills rapidly 15 times,27
2234,46,1,Unlock Golden Dragon Camo,27
2235,46,2,Unlock Golden Dragon Camo on 2 Launchers,27
2236,46,3,Get 20 or more consecutive Kills without taking damage 5 times,27
2237,47,1,Unlock Bloodstone Camo,27
2238,47,2,Unlock Bloodstone Camo on 30 Weapons,27
2239,47,3,Eliminate 10 Elite Zombies,27
2240,48,1,Unlock Doomsteel Camo,27
2241,48,2,Unlock Doomsteel Camo on 30 Weapons,27
2242,133,1,Reach Max Level with the Knife,28
2243,133,2,Enter Weapon Prestige 1,28
2244,134,1,Reach Max Level with the Knife,28
2245,134,2,Enter Weapon Prestige 2,28
2246,51,1,Reach Weapon Prestige Master Level 100 with the Knife,28
2247,52,1,Reach Weapon Prestige Master Level 150 with the Knife,28
2248,53,1,Reach Weapon Prestige Master Level 200 with the Knife,28
2249,135,1,Reach Weapon Prestige Master Level 250 with the Knife,28
2250,1,1,Get 10 Kills,28
2251,2,1,Get 25 Kills,28
2252,3,1,Get 50 Kills,28
2253,4,1,Get 75 Kills,28
2254,5,1,Get 100 Kills,28
2255,6,1,Get 125 Kills,28
2256,7,1,Get 150 Kills,28
2257,8,1,Get 200 Kills,28
2258,9,1,Get 250 Kills,28
2259,10,1,Unlock all Co-Op Campaign Military Camos,28
2260,10,2,Get 100 Eliminations with the Knife at Rare Rarity or higher,28
2261,11,1,Unlock all Co-Op Campaign Camos,28
2262,11,2,Get 50 Kills shortly after sprinting,28
2263,12,1,Unlock all Co-Op Campaign Camos,28
2264,12,2,Eliminate 50 Guild Tech enemies,28
2265,13,1,Unlock all Co-Op Campaign Special Camos,28
2266,13,2,Eliminate 20 Special enemies,28
2267,14,1,Unlock Molten Gold Camo,28
2268,14,2,Unlock Molten Gold Camo on 2 Melee Weapons,28
2269,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,28
2270,15,1,Unlock Moonstone Camo,28
2271,15,2,Unlock Moonstone Camo on 30 Weapons,28
2272,15,3,Eliminate 10 Elite enemies,28
2273,16,1,Unlock Chroma Flux Camo,28
2274,16,2,Unlock Chroma Flux Camo on 30 Weapons,28
2275,17,1,Get 5 Kills,28
2276,18,1,Get 10 Kills,28
2277,19,1,Get 20 Kills,28
2278,20,1,Get 30 Kills,28
2279,21,1,Get 40 Kills,28
2280,22,1,Get 50 Kills,28
2281,23,1,Get 60 Kills,28
2282,24,1,Get 70 Kills,28
2283,25,1,Get 80 Kills,28
2284,26,1,Unlock all Multiplayer Military Camos,28
2285,26,2,Get 15 Kills shortly after switching weapons,28
2286,27,1,Unlock all Multiplayer Military Camos,28
2287,27,2,Get a Kill with the Knife while or shortly after sliding,28
2288,28,1,Unlock all Multiplayer Military Camos,28
2289,28,2,Get a Kill without taking damage 30 times,28
2290,29,1,Unlock all Multiplayer Special Camos,28
2291,29,2,Get 3 Kills without dying 10 times,28
2292,30,1,Unlock Shattered Gold Camo,28
2293,30,2,Unlock Shattered Gold Camo on 2 Melee Weapons,28
2294,30,3,Get 10 Double Kills or better,28
2295,31,1,Unlock Arclight Camo,28
2296,31,2,Unlock Arclight Camo on 30 Weapons,28
2297,31,3,Get 5 Kills without dying 3 times,28
2298,32,1,Unlock Tempest Camo,28
2299,32,2,Unlock Tempest Camo on 30 Weapons,28
2300,33,1,Get 100 Eliminations,28
2301,34,1,Get 200 Eliminations,28
2302,35,1,Get 300 Eliminations,28
2303,36,1,Get 400 Eliminations,28
2304,37,1,Get 500 Eliminations,28
2305,38,1,Get 600 Eliminations,28
2306,39,1,Get 700 Eliminations,28
2307,40,1,Get 800 Eliminations,28
2308,41,1,Get 1000 Eliminations,28
2309,42,1,Unlock all Zombies Military Camos,28
2310,42,2,Get 300 Eliminations with the Knife while it's Pack-A-Punched,28
2311,43,1,Unlock all Zombies Military Camos Camos,28
2312,43,2,With the Brain Rot Ammo Mod equipped: get 300 Eliminations,28
2313,44,1,Unlock all Zombies Military Camos,28
2314,44,2,Get 100 Kills shortly after using a Field Upgrade,28
2315,45,1,Unlock all Zombies Special Camos,28
2316,45,2,Get 10 Kills rapidly 15 times,28
2317,46,1,Unlock Golden Dragon Camo,28
2318,46,2,Unlock Golden Dragon Camo on 2 Melee Weapons,28
2319,46,3,Get 20 or more consecutive Kills without taking damage 5 times,28
2320,47,1,Unlock Bloodstone Camo,28
2321,47,2,Unlock Bloodstone Camo on 30 Weapons,28
2322,47,3,Eliminate 10 Elite Zombies,28
2323,48,1,Unlock Doomsteel Camo,28
2324,48,2,Unlock Doomsteel Camo on 30 Weapons,28
2325,136,1,Reach Max Level with the Flatline MK. II,29
2326,136,2,Enter Weapon Prestige 1,29
2327,137,1,Reach Max Level with the Flatline MK. II,29
2328,137,2,Enter Weapon Prestige 2,29
2329,51,1,Reach Weapon Prestige Master Level 100 with the Flatline MK. II,29
2330,52,1,Reach Weapon Prestige Master Level 150 with the Flatline MK. II,29
2331,53,1,Reach Weapon Prestige Master Level 200 with the Flatline MK. II,29
2332,138,1,Reach Weapon Prestige Master Level 250 with the Flatline MK. II,29
2333,1,1,Get 10 Kills,29
2334,2,1,Get 25 Kills,29
2335,3,1,Get 50 Kills,29
2336,4,1,Get 75 Kills,29
2337,5,1,Get 100 Kills,29
2338,6,1,Get 125 Kills,29
2339,7,1,Get 150 Kills,29
2340,8,1,Get 200 Kills,29
2341,9,1,Get 250 Kills,29
2342,10,1,Unlock all Co-Op Campaign Military Camos,29
2343,10,2,Eliminate 100 Human (NPC) enemies,29
2344,11,1,Unlock all Co-Op Campaign Camos,29
2345,11,2,Get 25 Kills shortly after switching weapons,29
2346,12,1,Unlock all Co-Op Campaign Camos,29
2347,12,2,Get 25 Kills with the Flatline MK.II shortly after sliding,29
2348,13,1,Unlock all Co-Op Campaign Special Camos,29
2349,13,2,Eliminate 20 Special enemies,29
2350,14,1,Unlock Molten Gold Camo,29
2351,14,2,Unlock Molten Gold Camo on 2 Melee Weapons,29
2352,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,29
2353,15,1,Unlock Moonstone Camo,29
2354,15,2,Unlock Moonstone Camo on 30 Weapons,29
2355,15,3,Eliminate 10 Elite enemies,29
2356,16,1,Unlock Chroma Flux Camo,29
2357,16,2,Unlock Chroma Flux Camo on 30 Weapons,29
2358,17,1,Get 5 Kills,29
2359,18,1,Get 10 Kills,29
2360,19,1,Get 20 Kills,29
2361,20,1,Get 30 Kills,29
2362,21,1,Get 40 Kills,29
2363,22,1,Get 50 Kills,29
2364,23,1,Get 60 Kills,29
2365,24,1,Get 70 Kills,29
2366,25,1,Get 80 Kills,29
2367,26,1,Unlock all Multiplayer Military Camos,29
2368,26,2,Get 15 Kills shortly after switching weapons,29
2369,27,1,Unlock all Multiplayer Military Camos,29
2370,27,2,Kill 30 enemies affected by your Tactical Equipment,29
2371,28,1,Unlock all Multiplayer Military Camos,29
2372,28,2,Get 50 Kills while moving,29
2373,29,1,Unlock all Multiplayer Special Camos,29
2374,29,2,Get 3 Kills without dying 10 times,29
2375,30,1,Unlock Shattered Gold Camo,29
2376,30,2,Unlock Shattered Gold Camo on 2 Melee Weapons,29
2377,30,3,Get 10 Double Kills or better,29
2378,31,1,Unlock Arclight Camo,29
2379,31,2,Unlock Arclight Camo on 30 Weapons,29
2380,31,3,Get 5 Kills without dying 3 times,29
2381,32,1,Unlock Tempest Camo,29
2382,32,2,Unlock Tempest Camo on 30 Weapons,29
2383,33,1,Get 100 Eliminations,29
2384,34,1,Get 200 Eliminations,29
2385,35,1,Get 300 Eliminations,29
2386,36,1,Get 400 Eliminations,29
2387,37,1,Get 500 Eliminations,29
2388,38,1,Get 600 Eliminations,29
2389,39,1,Get 700 Eliminations,29
2390,40,1,Get 800 Eliminations,29
2391,41,1,Get 1000 Eliminations,29
2392,42,1,Unlock all Zombies Military Camos,29
2393,42,2,Get 300 Eliminations with the Flatline at Rare Rarity or higher,29
2394,43,1,Unlock all Zombies Military Camos Camos,29
2395,43,2,With the Cryo Freeze Ammo Mod equipped: get 300 Eliminations,29
2396,44,1,Unlock all Zombies Military Camos,29
2397,44,2,Kill 100 enemies affected by your Tactical Equipment,29
2398,45,1,Unlock all Zombies Special Camos,29
2399,45,2,Get 10 Kills rapidly 15 times,29
2400,46,1,Unlock Golden Dragon Camo,29
2401,46,2,Unlock Golden Dragon Camo on 2 Melee Weapons,29
2402,46,3,Get 20 or more consecutive Kills without taking damage 5 times,29
2403,47,1,Unlock Bloodstone Camo,29
2404,47,2,Unlock Bloodstone Camo on 30 Weapons,29
2405,47,3,Eliminate 10 Elite Zombies,29
2406,48,1,Unlock Doomsteel Camo,29
2407,48,2,Unlock Doomsteel Camo on 30 Weapons,29
